,comment,sent,off
788,@king k ...ಕರ್ನಾಟಕದಲ್ಲಿ ಅತ್ಯಂತ ಭ್ರಷ್ಟರು ಅಂದ್ರೆ ಜೆಡಿಸ್...ಮತ್ತು ಕಾಂಗ್ರೆಸ್.....ಇವರು ನಿಪುಣರು ...ಹಾಗಾಗಿ ಇವರು ತಪ್ಪಿಸಿಕೊಳ್ತಾರೆ......ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದೆ ಮಾತಾಡಬೇಡ.....,Negative,Offensive_Targeted_Insult_Group
6314,ಜಡ್ ಜಡ್ ನಕ್ಕ...,Mixed,Not_offensive
4184,Super  creative   guru,Positive,Not_offensive
1762,E bevrcgal maneli yavandru sathidre sari erodu,Negative,Offensive_Targeted_Insult_Other
217,@Bhimrao Naik nIde beda anta helodu,unknown,Not_offensive
2129,Guru eno heludri but sakkatag heludri super guru,Mixed,Not_offensive
1586,Correct aag helidri bro .. aa lfr ge tiktok ilde idre uta nidde baralla ansatte,Mixed,Not_offensive
7046,ಸಾರ್ ಇದೆ ತರಹದ ಜಾನಪದ ಚಟಾಕಿ ಹೆಸರುಗಳನ್ನು ತಿಳಿಸಿ ದಯವಿಟ್ಟು,Positive,Not_offensive
2788,Kera togondu odebeku nana magana,Negative,Offensive_Targeted_Insult_Individual
2372,Hope this movie will rule Indian cinema... ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ ಇನ್ನು ಹಲವು ಭಾಗಗಳಾಗಿ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವತಾರಗಳನ್ನು ತಾಳುವುದರಲ್ಲಿ ಸಂಶಯವೇ ಇಲ್ಲ.,Positive,Not_offensive
666,@TROLL MONSTER_KANNADA ಯಾವ್ದೋ ಲೋಕಲ್ ಎಣ್ಣೆ ಕುಡಿದು,Mixed,Offensive_Targeted_Insult_Individual
3812,Rip Rashmika Mandanna In Advance,Negative,Not_offensive
6229,ಕ್ಲೈಮಾಕ್ಸ್ ಚೇಂಜ್ ಮಾಡಿ ರೀ ರಿಲೀಸ್ ಮಾಡಿ ಚಿತ್ರ ಸುಪರ್ ಹಿಟ್ ಆಗುತ್ತೆ ಗ್ಯಾರೆಂಟಿ,Positive,Not_offensive
6370,ಡಿ ಬಾಸ್ ದಶ೯ನ್ ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್,Positive,Not_offensive
825,@prithvi nayak lo ಶಿಷ್ಯ ವಿಷ್ಯ ಗೊತಾಯ್ತಾ... ನಾನು ಇವತ್ತು ಥಿಯೇಟರ್ ಗೇ ಹೋಗಿದ್ದೆ ದಬಾಂಗ್ 3 ಅಡ್ವಾನ್ಸ್ ಟಿಕೆಟ್ ತಗೋಳೋಕೆ.. ಅವ್ರು ಹೇಳಿದ್ರು ಏಲಿಯನ್ಸ್ ಬಂದು ಟಿಕೆಟ್ ತಗೊಂಡು ಹೋದ್ವು 1000ಡೇಸ್ sold out anta... ನಂಗೆ ಸುರ್ಪ್ರೈಸ್ ಆಯ್ತು ಲುಚ್ಚಾ ಸುದೀಪ್ ಗೇ ಬೇರೆ ಗ್ರಹ ದಲ್ಲೂ ಫ್ಯಾನ್ಸ್ ಇದಾರೆ ಅಂತಾ omg.. !!!,Mixed,Not_offensive
6842,ಮ್ಯೂಜಿಕ್ ಮಸ್ತ್ ..ರೆಟ್ರೋ ಫೀಲ್ ಇದೆರ,Positive,Not_offensive
652,@TROLL MONSTER_KANNADA nNimm Todeya release gu modale damaar,Negative,Offensive_Targeted_Insult_Group
4717,Supper song nanna  maga feverte song,Positive,Not_offensive
5225,Yar guru neenu awesome,Positive,Not_offensive
5880,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರ....Awesome,Positive,Not_offensive
4270,Super alla best bro,Positive,Not_offensive
6361,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಸೂಪರ್ ಗುರು,Positive,Not_offensive
2293,Hi bro yav urruuuuuuu ninduuuu Kollegala na,unknown,Not_offensive
6665,ನಿಮ್ಮ ಮಾತುಗಳು ಅಕ್ಷರಶಃ ಸತ್ಯ... ನಿಮ್ಮ ಈ ಸಾಮಾನ್ಯ ಜೀವನ ನೋಡಿ ಕುಷಿ ಆಯಿತು.,Positive,Not_offensive
1625,D boss ಅಭಿಮಾನಿಗಳಿಂದ all the best ಸೂಪರ್ ಟ್ರೈಲರ್,Positive,Not_offensive
5817,ಅವರ ಇಚ್ಛೆಯಂತೆ 300 ಕೋಟಿಗೂ ಮೀರಿ ಕಲೆಕ್ಷನ್ ಮಾಡಲಿ,Positive,Not_offensive
653,@TROLL MONSTER_KANNADA nNimma maneli iruva ladies yalrogu nane galuj madiddu.... nInnu ninu yavanige huttidyo papa🤦🤦,Negative,Offensive_Targeted_Insult_Individual
6914,ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?,unknown,Offensive_Targeted_Insult_Other
5082,Wait madappa ...,Mixed,Not_offensive
6862,ಯಾರು ಆವಾಗಾವಾಗ ಬಂದು ಹಾಡು ಕೇಳ್ತಾ ಇದ್ದೀರಾ ...? nಒಂಥರಾ ಚೆನ್ನಾಗಿದೆ,Positive,Not_offensive
5516,naanu ollevarige mathra olle comments madtini sir ......ninnanta olle vektige ollede agutte sir shankar sir nimmanta seniors namage inspiration sir !!!! haage kuda anchor kuda super neevu kuda naanu mecchida anchor neevu,Positive,Not_offensive
3735,Rakshith Shetty fans ondu like kodi nn,Positive,Not_offensive
1732,Diy supar movise,Positive,Not_offensive
6921,ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು,Positive,Not_offensive
1394,Boss E nan makluge,Negative,Offensive_Untargetede
2569,Innu Chenngi Baidu helu bro tik tok user gee,Negative,Not_offensive
4376,Super guru,Positive,Not_offensive
298,@Kiccha Vitthal papa bidu guru amele athbitre kashta attar flop ago movie ge support madtavre,Positive,Offensive_Targeted_Insult_Group
6101,ಒಂದ್ ಸಲ ನಿನ್ ಮುಖ ತೋ ರ್ ಸು ಗುರ್ವೆ,Negative,Not_offensive
6732,ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ,Positive,Offensive_Targeted_Insult_Other
6384,ತಿಪ್ಪನ ಕಥೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ  ಅಕ್ಕ,Positive,Not_offensive
1997,Friend's Block tickets kuda sigalla,unknown,Not_offensive
7164,ಸೂಪರ್ ಹಾಡು ಎಲ್ಲ ಕನ್ನಡದ ಅಭಿಮಾನಿಗಳಿಂದ ಸಿನಿಮಾ ತಂಡಕ್ಕೆ ಆಲ್ ದಿ ಬೆಸ್ಟ್,Positive,Not_offensive
6648,ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು,Positive,Not_offensive
3314,Nice song avane srimannarayana,Positive,Not_offensive
6444,ತೋ ಗರಿ  ತಿಪ್ಪಾ ಸೂಪರ,Positive,Not_offensive
5735,ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್,Positive,Not_offensive
6604,ನಾವು ವಿಶ್ವ ಗುರುಗಳು ...🤣,Positive,Offensive_Untargetede
5885,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Positive,Not_offensive
6397,ತುಂಬಾ ಖುಷಿಯಾಯಿತು ಕೇಳಿ,Positive,Not_offensive
3739,Rakshith is copy paste star full remake madalla alli alli copy madatane,Negative,Offensive_Targeted_Insult_Individual
4381,Super guru est chennagi arta madisidira,Positive,Not_offensive
5050,Vijay prakash sir super voice,Positive,Not_offensive
511,@Naveen kumar yadav lo thamma nanu copy madidare antha yello helidini.. ratasasan movie bgm inspiration indha idhna madidare andirodhu.. nav yav telugu movie nu nodalla kannadake modala adhyathe namdhu,Negative,Offensive_Targeted_Insult_Individual
4856,Tik tok ban maadi. Ellari India app mitron app use maadi. Adhu same tik tok tharane idhe,Positive,Not_offensive
7243,ಹೌದೋ ಹುಲಿಯ,Mixed,Offensive_Targeted_Insult_Individual
2411,I ammaddixctedrepeatrinserepeat guru,Mixed,Not_offensive
6469,ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ climax ಬೆಕಾಗಿತ್ತು,Positive,Offensive_Targeted_Insult_Group
7170,ಸೂಪರ್... ಜಂಟಲ್ ಮ್ಯಾನ್..... All the best,Positive,Not_offensive
293,@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu,Negative,Not_offensive
2663,January Alli song keloru like madi,Positive,Not_offensive
161,@10 R report madi avna,unknown,Not_offensive
2302,Hi....chaina dalli ago product nnu navu madidvi....adre....namma desha davre namage mosa madidru same model nnu chaina kondogi avrege thorise dublicate madbittu dandu...kammi belege elle mariddare....edde karana...navu hinduliyalu....eglu navu...mado ondondu product chaina dinda tharisthidru adre navu automobiles product naavu madthideevi...adre yaaru encarage madalla.....,Positive,Offensive_Targeted_Insult_Group
3875,Sandalwood all dairecters legends,Positive,Not_offensive
6772,ಬೆಂಕಿ ಕಣ್ರೀ ನೀವು,Mixed,Not_offensive
6481,ದೇಶ ಪ್ರೇಮಿಗಳೆ ದಯವಿಟ್ಟು ಚೈನಾ app ಗಳನ್ನು ಬಳಸಬೇಡಿnವೀರಮರಣವನ್ನಪ್ಪಿದ ನಮ್ಮದೇಶದ ಸೈನಿಕರ ಪ್ರಾಣಕ್ಕೋಸ್ಕರ ಈ ಕೆಲಸ ಮಾಡೋಣnಜೈ ಹಿಂದ್,Positive,Not_offensive
5925,ಇದು ಸ್ಲೋ ಅಡಿಕ್ಟ್ ಸಾಂಗ್ ಗುರು.nಅಡಿಕ್ಟ್ ಆಗೋದು ಪಕ್ಕಾ...,Positive,Not_offensive
7031,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜ.ಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದು.ಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣ.ಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ.,Positive,Not_offensive
2043,Gauri Keshav ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು,Positive,Not_offensive
4614,Super togare teppa,Positive,Not_offensive
680,@Troll Stupid Fans hudgiru comment madodunne nodok bartiya bevarsi  madak kyaame ilvenoo lofer,Negative,Offensive_Targeted_Insult_Individual
3205,Nange aaki kastadalli idhene,unknown,Offensive_Targeted_Insult_Individual
5808,ಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ ಮೂವಿಗೆ ಕಾಯ್ತಾ ಇರೋರು ಲೈಕ ಮಾಡಿ nಆಲ್ ದಿ ಬೆಸ್ಟ್ from ಡಿಬಾಸ ಫ್ಯಾನ್ಸ,Positive,Not_offensive
450,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲ್ ಕೊಡೆ,Mixed,Offensive_Targeted_Insult_Individual
714,@Vasantha Setty ಅಂಡರ್ಗ್ರೌಂಡ್ ಗೇ ಹೋಗು ಸಿಗ್ತಾರೆ ಮೆಜೆಸ್ಟಿಕ್ ಅಲ್ಲಿ ತುಲ್ಲೇ....,Positive,Offensive_Targeted_Insult_Group
251,@Devikumari BK tunne unno hogo,Negative,Offensive_Targeted_Insult_Individual
5783,ಅಪ್ಪಟ ಕನ್ನಡ ಹಾಡು,Positive,Not_offensive
2208,Hands up anta kottaddu yella language li onde title irli anta...yar opputtiri  illi like madi...,Positive,Not_offensive
1430,Bro good news tiktok ban bega thika hursi sonu s Gowda nagaysha bin** Gowda ge,Negative,Offensive_Targeted_Insult_Individual
1682,Dia mathu adhi e chitrada aathmagalu yakandre,Positive,Not_offensive
4904,Togari tippa keli tumba santosh ayita matte old is gold antaralll adu nija ayita,Positive,Not_offensive
3284,Next song gu kuda alru andre evaga yar comment  madidera alla alrru like madi share madi nam industry na next level ge togond hogaona.,Positive,Not_offensive
6729,ಪ್ರಮೋಷನ್ ಕೊರತೆ ಇತ್ತು.. ದಿಯಾ ಸಿನಿಮಾಗೆ.. ಅದ್ಭುತ ಕನ್ನಡ ಚಿತ್ರ..,Negative,Offensive_Untargetede
2572,Innu ide avrige bro super roast,Negative,Offensive_Untargetede
5824,ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಶಾಪ ವಿಮೋಚನೆಗಾಗಿ ಶಿವನ ಪೂಜೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ ಒಂದು ಬಾರಿ ಉಡುಪಿಗೆ ಮಧ್ಯರಾತ್ರಿ ಬಂದಿರುವುದು  ಖಚಿತವಾಗಿದೆ ಟೀವಿ 9 ಕನ್ನಡದಲ್ಲಿ ಈ ವಿಷಯ ಪ್ರಸಾರವಾಗಿದೆ,Positive,Not_offensive
2167,Ha mundalochane matte dooradrusti .....avarahage ide ....,Negative,Not_offensive
7155,ಸೂಪರ್ ಸೂಪರ್  ಚೆನ್ನಾಗೆ ಉಗಿದಿದ್ದೀರಾ  ಅನ್ನ ಕೊಟ್ಟ ಮನೆಗೆ ಕನ್ನ ಹಾಕೋ  ಬೇವರ್ಸಿಗಳು  ಚೀನಾ,Negative,Not_offensive
3166,Namma Rajyada young entrepreneur ge support maadi.,Positive,Not_offensive
6690,ನೀವು ಹಳ್ಳಿಯ ‌ಭಾಷೆಯ ಶೈಲಿಯಲ್ಲಿ ರೊಷ್ಟ್ ಮಾಡುವುದೇ.. ನಮಗೆ ಅತ್ಯುತ್ತಮ ಮನರಂಜನೆ,Positive,Not_offensive
5493,le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....,Negative,Offensive_Untargetede
2694,Kadu odiyuva majane bere inserted people get a answer,Positive,Offensive_Targeted_Insult_Group
1843,Eli eddeli boss nim time bandide,Positive,Not_offensive
5017,Varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 Varsha kasta pattu ondhu olle film mado namma Rakshith Shetty haagu Yash innondh kade n,Negative,Offensive_Targeted_Insult_Group
234,@Creative Kannadiga ಯಾಕೆ ಹೀರೋ ಹೀರೋಯಿನ್ ಗಳಿಗೆ ಮಾತ್ರ ಅಭಿಮಾನಿ ಆಗ್ಬೇಕ ನಾವ್ ಟ್ಯಾಲೆಂಟ್ ಗೆ ಬೆಲೆ ಕೊಡ್ತೀವಿ ಅಣ್ಣ ನಿಮಗೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಅದಿಕ್ಕೆ ನಮಗೆ ಅಭಿಮಾನ ಇದೆ ಅಷ್ಟೇ🥰,Positive,Not_offensive
2990,Mathondu video edre haki,Positive,Not_offensive
4131,St super Dr but kutanalli kutapa songs  net nalli Ella plz nahu kelbekku sr,Positive,Not_offensive
6928,ರಿಷಬ್ ಶೆಟ್ಟಿನಾ ನೊಡಿದ್ರ,Mixed,Not_offensive
6564,ನಮ್ಮ ಹೀರೋ variety attitude king,Negative,Not_offensive
2667,Jeevana channagi arta  madkondeedare nnShankar Ashwath avar  nNice,Positive,Not_offensive
3753,Rango english animated movie nodi story bardiro haag ede.,Negative,Not_offensive
6431,ತೊಗರಿ ತಿಪ್ಪ ತುಂಬಾ ಚಂದ ಇತ್ತಪ್ಪ,Positive,Not_offensive
4847,Tik tok Tarane act madidre hana sigutalva edanne etkondu. Nam government mane manege items kottu Products ready madi adanna videshakka marata madbeku matte nam janakke kamishon kotre voledalva. Nam jangala kayyalli yake kelsa madkotilla .,Negative,Not_offensive
4652,Superb  guru,Positive,Not_offensive
7068,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ  ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ   ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ?....,Positive,Not_offensive
2397,Hwdu guru alredy 30 sala nodidini,Positive,Not_offensive
2841,Leak alla adu theater run mugdidakke nAmazon prime hakidare,unknown,Not_offensive
49,10 ಮಿಲಿಯನ್ ವಿವ್ಸ್ ಆಗುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,unknown,Not_offensive
1689,Dialog super agii oddidya anna.. super,Positive,Not_offensive
1304,Below average songs,Negative,Offensive_Untargetede
5994,ಈ ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದರೆ ನನಗೆ ಸ್ವಾಗ್ ಸೆ ಕರೆಂಗೆ ಸಬ್ಕಾ ಸ್ವಾಗತ್ ಹಾಡು ನೆನಪಾಗುತ್ತೆ.nಸ್ವಲ್ಪ ಹಾಗೇನೇ ಇದೆ ಮ್ಯೂಸಿಕ್ ಅಂತ ನನಗೆ ಅನ್ನಿಸ್ತು.n,Positive,Not_offensive
1037,All industries are going hands up.. 27kke avanu bandaga,Positive,Not_offensive
1919,Este antha helakkagall nija edhru erabahudu,Positive,Not_offensive
447,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಗಲೀಜು,Negative,Offensive_Targeted_Insult_Individual
4003,Sir neev adthidda game yavdu,Positive,Not_offensive
3360,Nijvaglu charitre srushtiso avataara,Positive,Not_offensive
5315,Yes bro avaga song ajneesh sir voice alli ittu,unknown,Offensive_Targeted_Insult_Individual
3423,Nivu Yaste ugudru Sariagla,Negative,Not_offensive
700,@VARAPRASAD K K haa nin Amman tulldeepanna,Negative,Offensive_Targeted_Insult_Individual
6306,ಚೀನೀಯರ ವಿಚಿತ್ರ ಆಚಾರ ಹಾಗೂ ಅದರ ಧುಷ್ಪರಿನಾಮ ತಿಳಿಸಿ. ಉದಾಹರಣೆ,Negative,Not_offensive
311,@Kiccha Vitthal ಹೋಗಿ ಸುದೀಪ್ ಹಳೆ interview ನೋಡು ಯಾರಿಗೆ ಫ್ಯಾನ್ following ಜಾಸ್ತಿ ಇದಾನೆ ಅಂತಾ ಅವ್ನೆ ಹೇಳಿದನೇ ಷಂಡ... ಬಳೆಗಾರ,Negative,Offensive_Targeted_Insult_Individual
1567,Cindi song repeat mode unlimited,Positive,Not_offensive
4397,Super guru song,Positive,Not_offensive
5757,ಅತ್ಯುತ್ತಮ ಹಾಡು,Positive,Not_offensive
954,ASN releasing onnKannada Dec 27nTelugu  Jan 1stnTamil Jan 3rdnMalayalam Jan 3rdnHindi Jan 17,Mixed,Not_offensive
443,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ ಊರ್ ಬಾಗ್ಲು,Mixed,Offensive_Targeted_Insult_Individual
1645,Daily  nodoru like madi,unknown,Not_offensive
6292,ಚಿತ್ರತಂಡದ ಕಾರ್ಯ ಅದ್ಬುತವಾಗಿದೆ.nಕನ್ನಡದ ಮೇರು ಚಿತ್ರಗಳ ಸಾಲಿನಲ್ಲಿ ಈ ದಿಯಾ ಚಿತ್ರ ನಿಲ್ಲಲಿದೆ.nಎಲ್ಲಾ ನಟರು ತಮ್ಮ ಪಾತ್ರಕ್ಕೆ ಜೀವತುಂಬಿದ್ದಾರೆ.,Positive,Not_offensive
5778,ಅನವರತ mattu ಅವಿರತ eradu samana artha iro padagalu,Positive,Not_offensive
1481,Bro tik tok tirga bandida bro nijvagluindia dali,Mixed,Not_offensive
1173,Ashwathama ge korona bandru bandirabahudu...!,Mixed,Offensive_Targeted_Insult_Individual
4478,Super rakshit shetty film song,Positive,Not_offensive
3684,Pubge sontekorya kano,Mixed,Not_offensive
318,@Kiran Shali ಲೈ  ತಗಡು ನೀನು ಹಿಂದು ಧರ್ಮದ್ವನೆನೊ ಆಥವಾ  cross ನೀನು,Negative,Offensive_Targeted_Insult_Individual
1822,Ee movieyinda dodda mattada success siguthhe Prajwal sirge.,Positive,Not_offensive
1539,China apps ಯಾಕೆ ಬ್ಯಾನ್ ಮಾಡಬೇಕು ಅಂತ ಹೇಳುವವರಿಗೆ  ಚಪ್ಪಲಿಯಲ್ಲಿ ಹೋಡೆದು ಬುದ್ಧಿ ಕಲಿಸಬೇಕು .,Negative,Not_offensive
6085,ಏನ್ ಸಾಂಗ್ ಗುರು ಮಸ್ತ್...,Positive,Not_offensive
924,@Ŕävîñđŕå_02_GøWđřú ನೀ ತುಲ್ಯ,Negative,Offensive_Targeted_Insult_Individual
4944,Tumba channagi mathadthira anna,Positive,Not_offensive
785,@jagadish g dambal 🤨🤗l,Positive,Not_offensive
3963,Sir Karnataka outside promotion ಚನ್ನಾಗಿ ಮಾಡಿ,Mixed,Not_offensive
6008,ಈ ಹಾಳಾದ ಕೋರೋನ ವೈರಸ್ ಬಂದು ದಿಯಾ ಲವ್ ಮಾಕಟೈಲ್ ಚಿತ್ರಗಳಿಗೆ ತುಂಬಾ ನಷ್ಟ ಉಂಟಾಗಿದೆ...but Don't worry u get best reviews.. All the best for ur nxt movies,Positive,Offensive_Targeted_Insult_Other
925,@Ŕävîñđŕå_02_GøWđřú ಲೊ ಹಾದರಗಿತ್ತಿ ಮಗನೇ...,Negative,Offensive_Targeted_Insult_Individual
271,@Gajendra hv neen kano show off gandu... Flirt maadoke bartaane bewarsi... Nimanta chool bewarsi gallindaane hudugiru comment maadoke hogolla jasthi... Jeevndalli hudgirna nodillveno thukaali,Negative,Offensive_Targeted_Insult_Individual
4380,Super guru continue,Positive,Not_offensive
5271,Yellaru nKGF nOdeya nalli busy eddare nAllobba #trending 1 nalli busy edda nnn#Avane sriman narayana,Positive,Not_offensive
3790,Re release maadi movie na... Super movie,Positive,Not_offensive
6483,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ,Negative,Offensive_Untargetede
414,@Nandi Parthasarathi kurukshethra Hindi version relies madoke helu first dubbing madi yak waste madthira,Positive,Offensive_Targeted_Insult_Group
4985,Unlike madiroru bevarsigalu.,Negative,Offensive_Targeted_Insult_Group
4557,Super song guru..,Positive,Not_offensive
1661,Dboss thara ivnu jana galisoke.. dodda dodda dialogue bidalla media munde rakshit na avnge holisbedi,Negative,Offensive_Targeted_Insult_Group
2230,Hands up ಹಿದು ಆನಾವರತ,Positive,Not_offensive
628,@Sujith Manipal alla uddin khalji dehali sulthana ...... ava ennu iddana,Mixed,Not_offensive
426,@Nandi Parthasarathi ninna akkna tullu haritini nodo iga sulemgne,Negative,Offensive_Targeted_Insult_Individual
