,translated,comment,sent,off
1527,ಚಾರಿಟ್ರೆ srustiso ಅವತಾರ .....,Charitre srustiso avatara.....,Positive,Not_offensive
2735,ಕನ್ನಡ ನೆ ಅತ್ಯುತ್ತಮ ಅಧ್ಯಾಯ ಕನ್ನಡ ಹಾಡುಗಳು ಆಡ್ ಹೆನ್ ಅಂಡ್ಕೊಂಡಡಿರಾ,Kannada ne best adrallu kannada songs adre hen andkondodira,Positive,Not_offensive
3107,2019 ರಲ್ಲಿ ನನ್ನ ನೆಚ್ಚಿನ ಹಾಡು ಟಾಜಾ ಸಮಾಚರಾ,My favorite song in 2019 is Taaja samachara   ಸಾಹಿತ್ಯ ಪ್ರಿಯರೇ ಒಮ್ಮೆ ಈ ಹಾಡು ಕೇಳಿದ್ರೆ ಕೇಳ್ತಾನೆ ಇರ್ಬೇಕು ಅನ್ಸುತ್ತೆ....  Everybody watch this,Positive,Not_offensive
7171,ಬುಡಕಟ್ಟು ಸಾಂಗ್,ಸೂಪರ್‌  ಸಾಂಗ್,Positive,Not_offensive
2181,Hahahaha lol ನಿಡೆಟ್ ಭಿಕ್ಷುಕರು ಕಳೆದುಹೋಗುತ್ತವೆ.,Hahahaha  LoL nIdiot beggar get lost.,Negative,Offensive_Targeted_Insult_Other
5292,ಯೆನ್ ಸೂಪರ್ ಸಾಂಗ್ ಗುರು ..20 ಬಾರಿ ಕೆಲ್ಡೆ ಇನೊ ಕೆಲ್ಬೆಕು ಆನ್ಸ್ಟೈಡ್ .. ಬಿಜಿಎಂ ಸೂಪರ್,Yen super song guru..20 times kelde innu kelbeku anstide..BGM super,Positive,Not_offensive
3725,ರಾಕ್ಷ್ಟಿ ಸೆಂಟ್ಟಿ ಅವ್ರು ಎಂಗ್ ಡಿ ಬಾಸ್ ಜಿಇ ಸ್ಕ್ರಿಪ್ಟ್ ಬರುಡೆ ಇಂಗ್ ಇರ್ಟ್ಟೆ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು,Rakshit setty avru ondu D boss ge script barudre eng erutte d boss fans,Positive,Not_offensive
420,@Nandi Parthasarathy Nanna Samana ಸಮನಾ ಬಾಲಿವುಡ್ ಹಾಲಿವುಡ್ Sulemagne Modlu Ninnnna,@Nandi Parthasarathi nanna shanta samana Bollywood Hollywood sulemagne modlu ninna ಮಾತೃಭಾಷೆ ಬೆಳಸು adu yare hero aagli,Negative,Offensive_Targeted_Insult_Individual
3422,ನಿವೆಲ್ಲಾ ಎಎ ಉದ್ಯೋನ್ಮುಕಿ ರಾಜಕರಣಿ ಕತೀಯವರಾ,Nivella aa Udyonmukhi Rajakarani kadeyavara,Mixed,Offensive_Targeted_Insult_Group
5970,ಈ ಚಿತ್ರ,ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,Mixed,Not_offensive
2241,ಹ್ಯಾಂಡ್ಪ್ ಶೂಟ್ ಮಡ್ಬೆಕಾ ಡಿಶ್ಕವ್,Handsup shoot madbeka dishkaew,unknown,Not_offensive
4417,ಸೂಪರ್ ಜೈ ಕನಾಡಿಗಾ,Super jai kanadiga,Positive,Not_offensive
1740,ಡಿಯಾ ..... ಇಡಾಂದ ಹೆಸರು ಅಲ್ಲಾ,Diya..... idond name alla,Negative,Offensive_Untargetede
6579,ನಾನು ಅಣಬೆ,ನಾನು ಕೂಡ ಬಿಟ್ಟಿಯಾಗಿ ನೋಡಿದೇನಿ ನನಗೆ ಒಂತರಾ ಮನಸ್ಸಿಗೆ ನೋವು ಆಗ್ತಾ ಇದೆ ನಾನು ಸಿನಿಮಾ ಗೆದ್ದಿದೆ ಬಟ್ ದುಡ್ಡು ಬರಲಿಲ್ಲ ಸಿನಿಮಾಗೆ,Negative,Offensive_Untargetede
7139,ಬುರ್ನಲ್ ಬ್ರೆಡ್,ಸೂಪರ್ ಬ್ರೋ ನಿಜ,Positive,Not_offensive
2177,Haha. ಚಿತ್ರ ನೋಡಿಲ್ಲಾ. 🤣🤣🤣,Haha. Nin movie nodilla. 🤣🤣🤣,Negative,Offensive_Targeted_Insult_Individual
5857,ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ ಅನ್ನು ಕೂಡ ಅಸಮ್ಮತಿಯನ್ನು ಮಾಡ್ತಾರಲ್ಲ ಆವರು ಮನುಷ್ಯ ಜನ್ಮಕ್ಕೆ ನಿಜವಾಗಿಯು ಸೇರಿಲ್ಲ ಅನ್ಸುತ್ತೆ ನಿಮ್ಮ ಕೈ ಅಲ್ಲಿ ಲೈಕ್ ಮಾಡುಕೆ ಆಗಲ್ಲಾ ಅಂದ್ರೆ ಸುಮಸುಮ್ನೆ ಇಂಥ ಸಾಂಗ್ ಗೆ ಅಸಮ್ಮತಿಯನ್ನು Matra ಮಾಡಬೇಡಿ,ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ ಅನ್ನು ಕೂಡ dislike ಮಾಡ್ತಾರಲ್ಲ ಆವರು ಮನುಷ್ಯ ಜನ್ಮಕ್ಕೆ ನಿಜವಾಗಿಯು ಸೇರಿಲ್ಲ ಅನ್ಸುತ್ತೆ ನಿಮ್ಮ ಕೈ ಅಲ್ಲಿ ಲೈಕ್ ಮಾಡುಕೆ ಆಗಲ್ಲಾ ಅಂದ್ರೆ ಸುಮಸುಮ್ನೆ ಇಂಥ ಸಾಂಗ್ ಗೆ dislike matra ಮಾಡಬೇಡಿ,Negative,Offensive_Targeted_Insult_Group
3162,ನಾಮ್ ಡಿಪಾರ್ಟ್ಮೆಂಟ್ ನಲ್ಲಿ ಕ್ಲಾರ್ಕ್ ಕಾಳಿ ಅದಾವ್ ಯಾರದ್ರು ಅಭ್ಯರ್ಥಿಗಳು ಎಡ್ರಿ ಹೈಲಿ N9901919091 WhatsApp msg maadriie,Namm department nalli clark kaali adaaw yaradru candidates edry hyli n9901919091 WhatsApp msg maadriii,unknown,Not_offensive
6489,ಬುದ್ಧಿವಂತರು ಸನ್,ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ ನೀವು ಪುರಾಣದಲ್ಲಿ ಬರುವ  ಯಲ್ಲರಿಗೂ ಬಹುವಚನ ದಿಂದ ಮಾತಾಡ್ತಿರ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ,Positive,Not_offensive
4436,ಸೂಪರ್ ಮೂವೀ 200 ದಿನಗಳು ಪಾಕಾ ಸೂಪರ್ ಗುರು ಒಮ್ಮೆ ಚಿತ್ರ ನೋಡಿ,Super movie 200days paka super guru see once dis movie,Positive,Not_offensive
1722,ಇಷ್ಟವಿಲ್ಲದ ಮಾಡೆ ಮೂರ್ಡ್ ಬುದ್ಧ,Dislike ಮಾಡೋ ಮೂರ್ಖರ ಬುದ್ದಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ.,Negative,Offensive_Targeted_Insult_Group
4059,ನಿಧಾನವಾಗಿ ವಿಷದ ಹಾಡು ನೀವು ಒಪ್ಪುತ್ತಿದ್ದರೆ ಹಿಟ್,Slow poison song hit like if u agree,unknown,Not_offensive
6787,ಬ್ರೆಡ್ ಲೇಕ್ ಅಪ್ಪಾ,ಬ್ರೋ ಲೈಕ್ appa ಬ್ಯಾನ್ ಆಗಿಲ್ಲ ಯಾವಾಗ ಆಗುತ್ತೆ,Mixed,Not_offensive
391,@Nagaraja p,@Nagaraja P neev nodideera antha kelthiyallappa neenu,Negative,Offensive_Targeted_Insult_Individual
3852,ಸಕಾತ್ ಅನ್ನಾ ನಿಮ್ ಹಾಡು,Sakath anna nim haadu,Positive,Not_offensive
5280,ಯೆನ್ ಬ್ರೋ ನಿವ ಸಪ್ಪರ್ ನಿಮ್ ಫ್ಯಾನ್ ಆಗ್ಬಿಟ್,Yen bro nivu supper nim fan agbitte,Positive,Not_offensive
152,@ * V ಸಿ ಆರ್ * ಗುರು ಎಡುನಾ ಮೊಡ್ಲು ಬೇಲ್ ಅಭಿಮಾನಿಗಳು ಹೆಲ್ಯು ಅವ್ರು ಪ್ರಾರಂಭಿಸಿ,@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi,Negative,Not_offensive
2298,ಹಾಯ್ ಸರ್ supnhasage eddastu khu chachu nanno gadae evattu nim nudigulu gotttatyu sirnur grate sir,Hi sir supnHasage  eddastu kalu chachu  nAnno gadae evattu nim nudigalu gottyatyu sirnUr grate sir,Positive,Not_offensive
3491,ಒಡಿಯಾ ಫಿಲ್ಮ್ yeng edhe nudhdra,Odeya film yeng edhe nodudra,Mixed,Not_offensive
6273,ಇನ್ನಾಗಿ ಬಳಚರಿ,ಚನ್ನಾಗಿದೇ ಇದು ತೋಗರಿ ತಿಪ್ಪನ ಕತೆ,Positive,Not_offensive
6207,റ്റಟ ೆ,ಕೆಟ್ಟ ಮೇಲೆ  ನೆ ಬುದ್ಧಿ ಬರೋದು ...,Negative,Not_offensive
5063,ವಿಲಾನ್ ಬಣ್ಣ ಒಂದು ನಾಣ್ಯ ಉರಾಲಿ ಬಾರ್ಹ್ಟ್ಟಟ್ಟಾ,Vilan ಬಳಿ ಒಂದು coin urali barhttalla,Mixed,Not_offensive
5550,ರಾಣಾ ಸಾಂಗ್ ಗುರು ನನ್ನ ಬಾಸ್ ಸಿಂಗ್ವಿಂಗ್ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಪ್ರೀತಿ ಯು ಎಸ್ಎಆರ್,rana song guru my boss singging vijay prakash love  u sar,Positive,Not_offensive
2755,ಕಣ್ಣಾದದಾಳಿ ಮಡೋದ್ ಬುದ್ಲು ಹಿಂದೂಲಿ ಮಲ್ಲಿಡ್ರೆ ಸೂಪರ್ರಿತ್ ಅಗೊಧು,Kannadadalli mado badlu hindinalli madidre superrhit agodhu,Negative,Offensive_Untargetede
508,@ ಅನಾಗರಿಕ ನೀವು ಟ್ಯೂಬ್,@Nature  You tube ಕನ್ನಡದಲ್ಲಿ ಹೇಳಬೇಕೆಂದರೆ - ನೀನು ಕೊಳವೆ .....🤣🤣,Positive,Offensive_Targeted_Insult_Individual
3384,ನಿಮ್ಡು ಬರಿ ಐಡಿ ಅಗೊಯ್ತ ಟೆಲಿಗು ಅವರು ಕಾಪಿ ಮಾಡೂಡೆ ಟಿಎಮ್ ಮೂವಿ ಲದ್ಥೆರಾ ಕನ್ನಡ ದಾವ್ರು ಒನ್ ಏಜಿ ಮಾಧುಡ್ರು ಕ್ಯೂಥಾ ಥಿಗಿಥಿರಾ,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira,Negative,Offensive_Targeted_Insult_Other
6005,ಈ ಹಾಡನ್ನು ತುಣುಕು ತಟ್ಟೆ,ಈ ಹಾಡು ತುಂಬಾ ಇಷ್ಟವಾಯ್ತು,Positive,Not_offensive
6059,ಇಲ್ಲಿಂದದ ಪಾದ್ರಿ ... 🤔🤔,ಎಲ್ಲಿಂದನೋ ಕದ್ದಿರೋ ಹಾಗಿದೆ...🤔🤔,Negative,Not_offensive
4142,ಇನ್ನೂ 1 ಟ್ರೆಂಡಿಂಗ್ ಇಲ್ಲ,Still no 1 trending,Positive,Not_offensive
1319,ಬೆಸ್ಟ್ ಮಾದಾಲಿ ಓಲೆಲ್ ಬೆಲಾವಾನಿಗ್ ಮುಂದಿನ ಹಂತದ ಸ್ಯಾಂಡಲ್ವುಡ್,Best madali olle  belavanige next level sandalwood,Positive,Not_offensive
1896,Eno Ontara chnnagide annoru madi🤔🤔🤔🤔🤔🤔🤔🤔🤔 ನಂತಹ,Eno ontara chnnagide annoru like madi🤔🤔🤔🤔🤔🤔🤔🤔🤔,Positive,Not_offensive
33,. .ನಾನು 10 ಬಾರಿ. nsuper.,. .nanu 10 bari nodidene. nSuper.,Positive,Not_offensive
5746,ಗ್ಲೋಡ್ ಆಫಲ್,ಅಣ್ಣನ ಮೂವಿ ತಿಕ್ಲ ಪೊರ್ಕಿ ಹುಚ್ಚ ವೆಂಕಟ್ ಆಡಿಯೋ ಲಾಂಚ್ ಮಾರ್ಸ್ ಅಲ್ಲಿನ ಅಥವಾ ನೆಪ್ಟ್ಯೂನ್ ನಲ್ಲಿನ,Positive,Not_offensive
912,@ Ŕŕvîñđŕå_02_gěwđřúr evnu kenkatesh Kulkarni AVR ಪ್ರತಿಕ್ರಿಯೆಗಳು ಕಾಮೆಂಟ್ಸ್ Ge ಉತ್ತರಿಸಿ,@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop,Negative,Not_offensive
325,@ ಕುಮಾರಾ ಕಾಂಟಿರಾವ AVN HALDACGE 1ST ಟೈಮ್ ಹಂಕ್ಷ ansodhu ..,@Kumara Kantirava avn heldange 1st time hange ansodhu..,Positive,Not_offensive
4143,ಇನ್ನೂ NO1 ಅನ್ನು ಟ್ರೆಂಡಿಂಗ್ ... 4 ದಿನಗಳು.,Still trending No1...nAfter 4days....,Positive,Not_offensive
2830,ಲೆ ಬಿಂದು ನಯಾಯಿ ಫೋನ್ ಎಲ್ಲಾ ರೇಡಿಯಾ ಅಯಾಥಾ ಅವರ್ಜ್ ಅದಾರಾ ಲಾಬ್ ಸಿಕಾತು ಅಡೆರ್ ಟಿಕ್ ಟೋಕ್ ಎಂಡ್ ದೀನಾ ಅವರೇಜ್ ಲಾಬಾ ಬ್ಯಾಟ್ಟೆ ಎನ್ನಾ ಮೆಲೆ ಯಾವಾ ನಾನಾ ನಾನಾ ನಾನಾ ಅಂಟು ಅಂಟಾರು,Le Bindu naayi phone all radi togonda aaytha avarge adara laba sikatu aadare tik tok end dinaa avarage laba baratte enna mele yaava vastu Togo beda China vastu ninu Togo beda Naana antu tiragi nodalla Ni ale tuu,Negative,Offensive_Targeted_Insult_Individual
6037,ಇನ್ ಮಾಡರಾಗುಟ್ಟಿಯ,ಎನ್ ಮಾಡೊಕಾಗುತ್ತೆ ಕೆಲವರು ನಮ್ಮೋರೆ   ತೆಲುಗು ಯಾವುದಾದರು ಸಾಂಗ್ ಟ್ರೈಲರ್ ಬಂದ್ರೆ ನಾಯಿ ಕಾಯೊ ಹಾಗೆ ಕಾಯ್ತಿರ್ತರೆ,Negative,Offensive_Targeted_Insult_Group
5845,ಐಕೆ ಸುಪ್ರೀ ವನ್ನು ಅವುಗಳು .... ಜೕೕಿ ತಚ beauty beauty ... ... ...ರತತತತ ... ... ... ... ... you you you yourತrತr>r>r ...r ...r ...r ...rತrತrತrತrತrತrತrತrತrತr beautyrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತrತr,ಆಶಿಕ ಸುಮ್ನೆ ನೀವೇ ಮದುವೆ ಆಗಿ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರಿಗೆ .... ಜೋಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿರುತ್ತೆ....nnIn beauty you >>>>>>>>>>•••• Rashmika,Positive,Not_offensive
4637,ಸೂಪರ್ ಥೆರರಿ ಥೆಪ್ಪಸ್,Super ತೋಗರಿ ತೀಪ್ಪ,Positive,Not_offensive
3641,ಪ್ರಜಾಕೆಯಾ ಬಾರ್ಲೆ beku,Prajakeeya barle beku,unknown,Not_offensive
1072,ಅಮೇಜಿಂಗ್ ಬಹಳ ಸಂತೋಷವನ್ನು ಪ್ರಜ್ವಾಲ್ ಲೈಫ್ ಜಿಇಎಮ್ಯು ಇಡುವಾ ಇಡು,Amazing very nice prajwal life ge ondu hosa tiruvu koduvantaha cinima idu,Positive,Not_offensive
5512,ಚಿತ್ರವು ಪೌರಾಣಿಕವಾಗಿದೆ. ತೊಲು ಇಟೈಹಾಸಾ ಬ್ಯಾರಿರೋಡು ಮಾಗಾ. ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇತಿಹಾಸ ಬರೇಡ್ರೆ ಎರಾಡು ಎರಾಡು ಅರುದು ರಾಕ್ಷಿತ್ ಬರೋಕು ಮುಟ್ಟಂಡ ರಾಕ್ಷಿತ್ ಬಂಡಾಡ್ಮೆಲೆ,movie was legendary. ninu itihasa baryoke bandirodu maga. kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit  bandadmele,Positive,Not_offensive
1421,ಬ್ರೋ ಅಡ್ರು ಇವಾಗಾ,Bro adru evaga bere language enda open madkond use madtaidaralla bro 🤦‍....thumba janridare nam jana e tara vishyadalli..haladavru🤦‍,Negative,Offensive_Targeted_Insult_Group
3680,ಪ್ರುತ್ವಿ ಅವರಾ ಅಭಿನಯ ಆಂಥು ನನ್ನಾ ಅವರಿಸಿಕಾಂಡು ಬಿಟೈಡ್ .ನಾನ್ನಾ ಫ್ರೆಂಡ್ ಹೆಲಿಕಾಳ ಥಯ್ ಸಾಮಿಮೆಂಟಲಿ ಅವರಾ ನಟಿಯು ನಾನಿ ಭಾವನಾತ್ಮಕ ಅಗ್ತಿಯಾಧು ಆಂಥಾ evarige ರಾಷ್ಟ್ರೀಯ ಪ್ರಶಸ್ತಿ ಕೊಡ್ಬೇಕು ಆಂಥಾ.,Pruthvi avara acting anthu nanna avarisikondu bittide .nanna friend helidda thayi sentimentalli avara acting nodi ninu emotional agthiya nodu antha.adre nanu nanu aagalla andidde.adre aa scene nodbittu nanu ankonde. evarige national award kodbeku antha.,Positive,Not_offensive
1961,ಚಿತ್ರ ಹಿಟ್ ಅಗೊಕೊಯಿ ಇತರಾದಾ ಸಾಂಗ್ ಇರ್ಬಾಕು,Film hit ahagokai e tharadha song irbaiku,Positive,Not_offensive
5120,ಏನು ಒಂದು ಸಂಗೀತ ... nwhat ಒಂದು ಸಾಹಿತ್ಯ ... nwhat ಒಂದು ನೃತ್ಯ ವಿನ್ಯಾಸ .... ntatally ಅದ್ಭುತ ...... ntotally ಅದ್ಭುತ ... n ನಜkqo ಟೆಂಪ್ಲೆ,What a music ... nWhat a lyric...nWhat a choreography.... nWhat a camera working......nTotally awesome ... nನಿಜಕ್ಕೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ... nಅಜನೀಶ್ ಗುರುಗಳೇ ನಿಮಗೊಂದು ಸಲಾಂ...nರಕ್ಷಿತ್ ಶೆಟ್ರೆ ಒಳ್ಳೇದಾಗಲಿ ..nಮೂರು ವರ್ಷ ಪಟ್ಟ ಶ್ರಮ ಫಲಕೊಡುವಂತಾಗಲಿ..... All the best to you sir,Positive,Not_offensive
724,@ ವಿನ್ನಿ ವಿನ್ ನಾನಿ ಜೆಂಟಲ್ ಮೆನ್ ??,@Vinay Vn  nani gentle men??,unknown,Offensive_Targeted_Insult_Individual
2612,Vwnu ಸೂಲ್ ಮಾಗಾ ಪಾಕ್ಕ. Ivnu ಯಶ್ ಫ್ಯಾನ್ ಬಂಡು ಹೆನ್ ಕೆಲ್ಸಾ ಮಾಧವನ್ ಹೊಡ್ರೋ ಸೋಲ್ ಮಾಗಾ,Ivnu soole maga pakka. Ivnu yash fan bandu hen kelsa madthavne nodro soole maga,Negative,Offensive_Targeted_Insult_Individual
7199,ಹಾಡನ್ನು ನಿಷ್ಠೆಗೊಳಿಸಲಾಗಿದೆ .. ಸಾಹಿತ್ಯ ತುಣುಕು,ಹಾಡು ಅತ್ಯದ್ಭತವಾಗಿ ಬಂದಿದೆ.. ಸಾಹಿತ್ಯ ತುಂಬಾ ಗಟ್ಟಿಯಾಗಿ ಇದೆ..,Positive,Not_offensive
6633,ಅನುವಂಶಿಕ ಸ್ಟಾರ್ ಇಂದ್ರ,ನಿಜವಾದ ಸ್ಟಾರ್ ಅಂದ್ರೆ ನೀವು,Positive,Not_offensive
2535,Idu charitre srustiso ಅವತಾರ ಸೂಪರ್ ಸರ್,Idu charitre srustiso avatara super sir,Positive,Not_offensive
6376,ಡೈರೆಕ್ಟರ್ ಗೆ ಆರ್ಟು,ಡೈರೆಕ್ಟರ್ ಗೆ  ಶರಣು,Positive,Not_offensive
2159,ಗುರುಗಳು ಮತ್ತು ಕ್ರಿಯೇಟಿವ್ ಶರನು ಲವ್ ಯು ಕಣ್ಣಾಡಿಗಾ,Guruve en creative sharanu love u kannadiga,Positive,Not_offensive
4109,SUOPHER PA rakshit. ಮುಕಾಲಿ ಹರ್ಯಾಂಗ್ ಟ್ಯಾಲೆಂಟ್ ಪೈ ನಾಂಡಿ,Sooper pa Rakshit.  mukali haryanga talent paa nindu,Positive,Not_offensive
7148,ಸಸ್ಪೆರ್ ಚಾಂಗ್ಲ್ ಎಲ್,ಸೂಪರ್ ಸಾಂಗ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಣ್ಣ,Positive,Not_offensive
3440,NKN ಕೊನೆಯ ಸಂಭಾಷಣೆ ಲಿಟ್,Nkn last dialogue lit,Negative,Not_offensive
1461,Bro Nivu Yava ಗೇಮ್ Adtaiyidara ದಯವಿಟ್ಟು ಕಾಮೆಂಟ್ ಮಾಡಿ,Bro nivu yava game adtaiyidara please comment,Mixed,Not_offensive
1974,ಅಂತಿಮವಾಗಿ ಸೋನು ಗೌಡ ಬಿ ಡೇ ಧಿನಾನೆ ಟಿಕ್ಟಾಕ್ ಬಾನ್ ಐಥು,Finally sonu gowda b day dhinane tiktok ban aythu,Positive,Offensive_Targeted_Insult_Individual
1046,ಎಲ್ಲಾ ಅತ್ಯುತ್ತಮ ಎನ್ ಯೆಲ್ಲಾ ಕಣ್ಣಾಡಿಗಾನ ಪ್ಯಾರಾವಗಿ ನಿಯೆಲ್ಲಾ ನ್ಯಾಟರು ನಮ್ಮಸೇರೆ,All the best n      Yella  kannadigana paravagi nYella nataru nammavare,Positive,Not_offensive
4393,ಸೂಪರ್ ಗುರು ನಿಪು ..,Super guru ninu..,Positive,Not_offensive
6018,ಉತ್ತರ ಕಣ್ಣೀರು ಹಮ್,ಉತ್ತರ ಕನ್ನಡದ ಹೆಮ್ಮೆ ಯ ನಟ್ and ನಮ್ಮ ಮೆಚ್ಚಿನ,Positive,Not_offensive
321,@ ಕಿರಾಂಕುಮಾರ್ಕ್ ಗೌಡ ಸೊಲ್ಪಾ?,@Kirankumarkk Gowda muchtiya solpa?,Negative,Offensive_Targeted_Insult_Individual
1856,En dailougs ಗುರು nsuper gurunyou ರಾಕಿಂಗ್ ಗುರುನ್ನೀನ್ ಡೈಲೌಜ್ಗಳು keludmele nim ಚಾನಲ್ ಚಂದಾದಾರರಾಗಿ maadthiddine hinge ಮುಂದುವರಿಸಿ maadu guruninnondibru dingurbilligulu tiktok li buildup kadthidru avrnu ee videodallilli topgeridre chanagirthithu,En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu,Positive,Not_offensive
7007,ಸಮಿತಿ ಯೋಜನೆ ಆರ್ಬೇಕು. ಇನ್ನೊಂದಾಗುವ ವ್ಯಾಪಾರ,ಸರಿಯಾದ planning ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು  Business ನಲ್ಲಿ improve ಆಗ್ಬೇಕು.,Negative,Offensive_Targeted_Insult_Individual
5403,ಲಂಡಗಾ ತಕ್ಕಾ ಮಾಗಾ ಸಿರ್ನ್ಜೆವಾನಾ ಅನೋಡೊ ಹೀಜ್ ಅಟಾ ಥೋರಿಸ್ ಕೊಟ್ಟಾವರು ನ್ಯೂ ಸಿರ್ನಿಲ್ಲಾನ್ಹಯಾಕ ನಾಟರಂಟೆ ಸೋಕೆಮನ್ ನೆವಾಲ್ಲಾ ಸರ್,dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir,Mixed,Not_offensive
3432,ನಿವ ಥಂಬಾ ಸೂಪರ್,Nivu thumba super,Positive,Not_offensive
7017,ಸರ್ ದಯವಿಟ್ಟು ರೆಡ್ ಎಫ್ಎಂ ನಲ್ಲಿ ನಿಮ್ಮ ಹೆಸರು ಏನಿತ್ತು ಹೇಳಿ .... ನಾನು ರೆಡ್ ಎಫ್ಎಂ ಯಾವತ್ತೂ ಕೇಳ್ತೀನಿ .... ಎನ್ ನಾಗರಾಜ್ ಅಥವಾ ವರುಣ್ ??? ಎನ್ Pls ನಿರ್ವಹಣೆ ನನಗೆ ತಿಳಿಸಿ ....,ಸರ್ ದಯವಿಟ್ಟು Red FM ನಲ್ಲಿ  ನಿಮ್ಮ ಹೆಸರು ಏನಿತ್ತು ಹೇಳಿ....ನಾನು Red FM ಯಾವತ್ತೂ ಕೇಳ್ತೀನಿ....n ನಾಗರಾಜ್ or ವರುಣ್ ???n    Pls Admin let me know....,Mixed,Not_offensive
3335,ನಿಜಾ ಹೆಲ್ಬೆಕಾಂಡ್ರೆ ಇಇ ಹಾಡು ಯಾಕೋ ಸಿಂಕ್ ಆಗ್ಟಿಲ್ಲಾ ಮೂವೀ ಟ್ರೈಲರ್ ಟೈಪ್ ಗೇ ....,Nija helbekandre ee song yako sync aagtilla movie trailer type ge....,Negative,Offensive_Targeted_Insult_Other
302,@ ಕಿಕ್ಚಾ ವಿಠ್ಠಲ್,@Kiccha Vitthal ನಿಮ್ಮ ಅವ್ವ ಗಲೀಜ್ ಅಂತೇ,Negative,Offensive_Targeted_Insult_Individual
6353,ಟ್ರೊಲ್ ಜೂನ್ ಸರಿತಿ ಉಪಯೋಗಿಸಿ. ಬುಡಕಟ್ಟು,ಟ್ರೊಲ್ ಅನ್ನ ಸರಿಯಾಗಿ ಉಪಯೋಗಿಸ್ಥಹಿದಿರ. ಸೂಪರ್,Positive,Not_offensive
2876,ರಾಂಗೋ ಮೂವಿ ತೋರುತ್ತಿದೆ,Looks like Rango Movie,unknown,Offensive_Untargetede
6540,ಇನ್ನೊಂದಾತ್ಮಕ ಚಿತ್ರಣ,ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರರಂಗ ವಿಶ್ವ ಮಟ್ಟದಲ್ಲಿ ಬೆಳಗಲಿ ಅನ್ನೋ ಆಶಯ ಇದ್ದವರು ಲೈಕ್ ಮಾಡಿ.,Positive,Not_offensive
1468,ಬ್ರೋ ಸೂಪರ್ ಏಜಿ ಓಡ್ ಕೋಟಿಡಿಯಾ ಮಂಗಾ ನಾನ್ ಮಕ್ಕಾಲಿಜ್ ...,Bro super aagi Ode kottidiya manga nann makkalige...,Negative,Offensive_Targeted_Insult_Group
5663,tandhege takka maga,tandhege takka maga,Positive,Not_offensive
1228,ನಾಡಿದು ಹಾಡು ..guru ವಿಚಾರಣೆ ಸರ್ವರ್,Awesome song ..guru ವಿಜಯ್ sir ವಾಯ್ಸ್ superb,Positive,Not_offensive
7077,ಸುಪರ್ ಥೋಗರಿ,ಸುಪರ ತೊಗರಿ ತಿಪ್,Positive,Not_offensive
6473,ದೈನಂದಿನ ನಾಯಕಿ,ದಿಯಾ' ಸಿನಿಮಾ ನಾಯಕಿಗೆ 'ಅತ್ಯುತ್ತಮ ನಟಿ' ಅವಾರ್ಡ್ ಕೊಡಲಿಲ್ಲ ಅಂದ್ರೆ ಆಯ್ಕೆ ಸಮಿತಿಗೆ ಮೆಟ್ಟ್ ಮೆಟ್ಟಲ್ಲೇ ಹೊಡಿತೀವಿ.,Positive,Offensive_Targeted_Insult_Other
